"SeatIndex","STATE","CONSTITUENCY","NAME","WINNER","PARTY","SYMBOL","GENDER","CRIMINAL.CASES","AGE","CATEGORY","EDUCATION","ASSETS","LIABILITIES","GENERAL.VOTES","POSTAL.VOTES","TOTAL.VOTES","OVER.TOTAL.ELECTORS..IN.CONSTITUENCY","OVER.TOTAL.VOTES.POLLED..IN.CONSTITUENCY","TOTAL.ELECTORS"
103,"Karnataka","BIDAR","BHAGWANTH KHUBA",1,"BJP","Lotus","MALE",2,50,"GENERAL","Graduate Professional","Rs 5,18,36,416
 ~ 5 Crore+","Rs 1,02,39,000
 ~ 1 Crore+",583833,1638,585471,32.98251643,52.35576859,1775095
104,"Karnataka","BIJAPUR","JIGAJINAGI RAMESH CHANDAPPA",1,"BJP","Lotus","MALE",2,66,"SC","Graduate","Rs 50,41,22,985
 ~ 50 Crore+","Rs 16,00,000
 ~ 16 Lacs+",633868,1999,635867,35.3733644,57.15694391,1797587
105,"Uttar Pradesh","BIJNOR","MALOOK NAGAR",1,"BSP","Elephant","MALE",2,53,"GENERAL","Graduate","Rs 2,49,96,28,021
 ~ 249 Crore+","Rs 1,01,61,48,176
 ~ 101 Crore+",559824,1221,561045,33.71411402,50.91309532,1664125
106,"Rajasthan","BIKANER (SC)","ARJUN RAM MEGHWAL",1,"BJP","Lotus","MALE",2,65,"SC","Post Graduate","Rs 2,35,24,459
 ~ 2 Crore+","Rs 10,60,314
 ~ 10 Lacs+",655427,2316,657743,35.52241595,59.76765107,1851628
107,"Chhattisgarh","BILASPUR","ARUN SAO",1,"BJP","Lotus","MALE",2,51,"GENERAL","Graduate Professional","Rs 1,35,44,588
 ~ 1 Crore+","Rs 50,000
 ~ 50 Thou+",633268,1291,634559,33.80793232,52.43158294,1876953
108,"West Bengal","BIRBHUM","SATABDI ROY",1,"AITC","Flowers and Grass","FEMALE",2,49,"GENERAL","Graduate","Rs 4,86,52,722
 ~ 4 Crore+","Rs 1,86,04,443
 ~ 1 Crore+",653426,651,654077,38.49280169,45.10539905,1699219
109,"West Bengal","BISHNUPUR","KHAN SAUMITRA",1,"BJP","Lotus","MALE",2,38,"SC","12th Pass","Rs 86,56,777
 ~ 86 Lacs+","Rs 10,77,120
 ~ 10 Lacs+",654904,2115,657019,40.37729866,46.23016892,1627199
110,"Odisha","BOLANGIR","Sangeeta Kumari Singh Deo",1,"BJP","Lotus","FEMALE",2,57,"GENERAL","Graduate","Rs 37,95,90,851
 ~ 37 Crore+","Rs 75,00,000
 ~ 75 Lacs+",496237,1849,498086,28.55267518,38.11657065,1744446
111,"West Bengal","BOLPUR","ASIT KUMAR MAL",1,"AITC","Flowers and Grass","MALE",2,63,"SC","10th Pass","Rs 13,10,691
 ~ 13 Lacs+","Rs 0
 ~",698441,730,699171,41.00534112,47.82523638,1705073
112,"Uttar Pradesh","BULANDSHAHR","BHOLA SINGH",1,"BJP","Lotus","MALE",2,42,"SC","Graduate","Rs 1,87,28,861
 ~ 1 Crore+","Rs 0
 ~",677196,4125,681321,38.10679978,60.56186667,1787925
113,"Maharashtra","BULDHANA","Jadhav Prataprao Ganpatrao",1,"SHS","Bow and Arrow","MALE",2,58,"GENERAL","12th Pass","Rs 11,62,72,966
 ~ 11 Crore+","Rs 7,35,482
 ~ 7 Lacs+",520537,1440,521977,29.60869422,46.5572434,1762918
114,"Bihar","BUXAR","Ashwini Kumar Choubey",1,"BJP","Lotus","MALE",1,66,"GENERAL","Graduate","Rs 4,01,83,612
 ~ 4 Crore+","Rs 13,50,667
 ~ 13 Lacs+",468690,4363,473053,25.85875051,47.93021413,1829373
115,"Kerala","CHALAKUDY","BENNY BEHANAN",1,"INC","Hand","MALE",1,66,"GENERAL","Graduate","Rs 2,04,61,931
 ~ 2 Crore+","Rs 9,15,938
 ~ 9 Lacs+",472935,509,473444,38.48521822,47.80171905,1230197
116,"Karnataka","CHAMARAJANAGAR","V. SRINIVAS PRASAD",1,"BJP","Lotus","MALE",1,71,"SC","Post Graduate","Rs 14,38,04,441
 ~ 14 Crore+","Rs 3,24,909
 ~ 3 Lacs+",567010,1527,568537,33.71439686,44.7411517,1686333
117,"Uttar Pradesh","CHANDAULI","Dr. Mahendra Nath Pandey",1,"BJP","Lotus","MALE",1,62,"GENERAL","Doctorate","Rs 3,33,59,734
 ~ 3 Crore+","Rs 0
 ~",508113,2620,510733,29.07116596,47.02046506,1756837
118,"Chandigarh","CHANDIGARH","KIRRON KHER",1,"BJP","Lotus","FEMALE",1,66,"GENERAL","Post Graduate","Rs 47,49,83,574
 ~ 47 Crore+","Rs 62,79,188
 ~ 62 Lacs+",230967,221,231188,35.74727591,50.62839849,646729
119,"NCT OF Delhi","CHANDNI CHOWK","HARSH VARDHAN",1,"BJP","Lotus","MALE",1,64,"GENERAL","Post Graduate","Rs 3,01,71,897
 ~ 3 Crore+","Rs 0
 ~",517939,1116,519055,33.22413417,52.92083922,1562283
120,"Maharashtra","CHANDRAPUR","Balubhau alias Suresh Narayan Dhanorkar",1,"INC","Hand","MALE",1,43,"GENERAL","12th Pass","Rs 13,74,55,342
 ~ 13 Crore+","Rs 2,27,52,880
 ~ 2 Crore+",557550,1957,559507,29.29067715,45.14024362,1910188
121,"Jharkhand","CHATRA","SUNIL KUMAR SINGH",1,"BJP","Lotus","MALE",1,55,"GENERAL","Post Graduate","Rs 22,62,09,137
 ~ 22 Crore+","Rs 18,89,051
 ~ 18 Lacs+",526205,1872,528077,37.05236673,57.03046365,1425218
122,"Tamil Nadu","CHENNAI CENTRAL","DAYANIDHI MARAN",1,"DMK","Rising Sun","MALE",1,52,"GENERAL","Graduate","Rs 11,67,90,616
 ~ 11 Crore+","Rs 0
 ~",447150,1761,448911,33.69443819,57.13102142,1332300
123,"Tamil Nadu","CHENNAI NORTH","Dr. KALANIDHI VEERASWAMY",1,"DMK","Rising Sun","MALE",1,49,"GENERAL","Post Graduate","Rs 40,52,94,714
 ~ 40 Crore+","Rs 25,83,86,550
 ~ 25 Crore+",589034,1952,590986,39.72531746,61.82308137,1487681
124,"Tamil Nadu","CHENNAI SOUTH","T.SUMATHY (A) THAMIZHACHI THANGAPANDIAN",1,"DMK","Rising Sun","FEMALE",1,56,"GENERAL","Doctorate","Rs 9,17,93,460
 ~ 9 Crore+","Rs 5,00,000
 ~ 5 Lacs+",563240,1632,564872,28.62237419,50.15106438,1973533
125,"Telangana","CHEVELLA","Dr. G. Ranjith Reddy",1,"TRS","Car","MALE",1,54,"GENERAL","Post Graduate","Rs 1,63,46,95,131
 ~ 163 Crore+","Rs 19,70,07,553
 ~ 19 Crore+",527878,270,528148,21.61783823,40.5956043,2443112
126,"Madhya Pradesh","CHHINDWARA","NAKUL KAMAL NATH",1,"INC","Hand","MALE",1,44,"GENERAL","Graduate","Rs 6,60,19,46,757
 ~ 660 Crore+","Rs 87,91,712
 ~ 87 Lacs+",586551,754,587305,38.77156002,47.04167795,1514783
127,"Gujarat","CHHOTA UDAIPUR","RATHVA GITABEN VAJESINGBHAI",1,"BJP","Lotus","FEMALE",1,47,"ST","12th Pass","Rs 86,34,660
 ~ 86 Lacs+","Rs 0
 ~",761472,2973,764445,45.74083038,61.89562408,1671253
128,"Tamil Nadu","CHIDAMBARAM","THIRUMAAVALAVAN THOL",1,"VCK","Pot","MALE",1,56,"SC","Doctorate","Rs 92,44,092
 ~ 92 Lacs+","Rs 3,94,248
 ~ 3 Lacs+",498401,1828,500229,33.79418763,43.33774887,1480222
129,"Karnataka","CHIKKBALLAPUR","B.N.Bache Gowda",1,"BJP","Lotus","MALE",1,76,"GENERAL","Graduate Professional","Rs 1,15,35,01,141
 ~ 115 Crore+","Rs 0
 ~",744475,1437,745912,41.23840379,53.74056097,1808780
130,"Karnataka","CHIKKODI","ANNASAHEB SHANKAR JOLLE",1,"BJP","Lotus","MALE",1,55,"GENERAL","12th Pass","Rs 34,49,22,831
 ~ 34 Crore+","Rs 19,55,95,693
 ~ 19 Crore+",641232,3785,645017,39.99966513,52.89266025,1612556
131,"Karnataka","CHITRADURGA","A NARAYANASWAMY",1,"BJP","Lotus","MALE",1,62,"SC","Graduate","Rs 9,61,97,642
 ~ 9 Crore+","Rs 0
 ~",624200,1995,626195,35.56646956,50.23601972,1760633
132,"Andhra Pradesh","CHITTOOR","N. REDDEPPA",1,"YSRCP","Ceiling Fan","MALE",1,68,"SC","Post Graduate","Rs 1,73,55,862
 ~ 1 Crore+","Rs 13,41,542
 ~ 13 Lacs+",681325,5467,686792,43.84247931,52.04408795,1566499
133,"Rajasthan","CHITTORGARH","Chandra Prakash Joshi",1,"BJP","Lotus","MALE",1,43,"GENERAL","Graduate","Rs 1,97,25,115
 ~ 1 Crore+","Rs 1,00,000
 ~ 1 Lacs+",979946,2996,982942,48.75919621,67.35865839,2015911
134,"Rajasthan","CHURU","RAHUL KASWAN",1,"BJP","Lotus","MALE",1,42,"GENERAL","Graduate","Rs 3,67,23,865
 ~ 3 Crore+","Rs 1,51,63,379
 ~ 1 Crore+",786573,6426,792999,39.27479714,59.59387437,2019104
135,"Tamil Nadu","COIMBATORE","NATARAJAN. P.R",1,"CPI(M)","Hammer, Sickle and Star","MALE",1,68,"GENERAL","12th Pass","Rs 2,02,84,430
 ~ 2 Crore+","Rs 32,34,168
 ~ 32 Lacs+",567741,3409,571150,29.15661002,45.65806692,1958904
136,"West Bengal","COOCH BEHAR","NISITH PRAMANIK",1,"BJP","Lotus","MALE",1,33,"SC","8th Pass","Rs 96,29,810
 ~ 96 Lacs+","Rs 0
 ~",728634,2960,731594,40.3259839,47.9593509,1814200
137,"Tamil Nadu","CUDDALORE","T. R. V .S. RAMESH",1,"DMK","Rising Sun","MALE",1,48,"GENERAL","Graduate Professional","Rs 42,33,78,552
 ~ 42 Crore+","Rs 10,28,28,604
 ~ 10 Crore+",519594,2566,522160,38.28045846,50.04504591,1364038
138,"Odisha","CUTTACK","BHARTRUHARI MAHTAB",1,"BJD","Conch","MALE",1,62,"GENERAL","Post Graduate","Rs 10,68,94,976
 ~ 10 Crore+","Rs 0
 ~",524117,475,524592,34.53544315,49.46839057,1518996
139,"Dadra & Nagar Haveli","DADRA AND NAGAR HAVELI","DELKAR MOHANBHAI SANJIBHAI",1,"IND","Batsman","MALE",1,56,"ST","Graduate","Rs 70,88,85,980
 ~ 70 Crore+","Rs 3,72,68,162
 ~ 3 Crore+",90399,22,90421,36.16420495,45.44134202,250029
140,"Gujarat","DAHOD","JASHVANTSINH SUMANBHAI BHABHOR",1,"BJP","Lotus","MALE",1,52,"ST","Graduate Professional","Rs 2,70,70,480
 ~ 2 Crore+","Rs 0
 ~",558977,2783,561760,35.13329777,52.77759771,1598939
141,"Karnataka","DAKSHINA KANNADA","NALIN KUMAR KATEEL",1,"BJP","Lotus","MALE",1,52,"GENERAL","10th Pass","Rs 1,46,78,300
 ~ 1 Crore+","Rs 44,50,945
 ~ 44 Lacs+",772754,1531,774285,44.88671147,57.5528098,1724976
142,"Daman & Diu","DAMAN & DIU","LALUBHAI BABUBHAI PATEL",1,"BJP","Lotus","MALE",1,63,"GENERAL","8th Pass","Rs 21,39,93,750
 ~ 21 Crore+","Rs 99,69,514
 ~ 99 Lacs+",37586,11,37597,30.88302941,42.98126279,121740
143,"Madhya Pradesh","DAMOH","PRAHALAD SINGH PATEL",1,"BJP","Lotus","MALE",1,59,"GENERAL","Graduate Professional","Rs 4,32,92,483
 ~ 4 Crore+","Rs 42,30,614
 ~ 42 Lacs+",704221,303,704524,39.83113756,60.50506482,1768777
144,"Bihar","DARBHANGA","Gopal Jee Thakur",1,"BJP","Lotus","MALE",1,49,"GENERAL","Post Graduate","Rs 1,93,01,808
 ~ 1 Crore+","Rs 10,39,660
 ~ 10 Lacs+",585013,1655,586668,35.45226615,60.76249858,1654811
145,"West Bengal","DARJEELING","RAJU BISTA",1,"BJP","Lotus","MALE",1,33,"GENERAL","Graduate","Rs 15,11,06,062
 ~ 15 Crore+","Rs 2,74,28,941
 ~ 2 Crore+",744657,5410,750067,46.549934,59.07593021,1611317
146,"Rajasthan","DAUSA","Jaskaur Meena",1,"BJP","Lotus","FEMALE",1,71,"ST","Post Graduate","Rs 14,37,42,564
 ~ 14 Crore+","Rs 58,25,431
 ~ 58 Lacs+",545481,3252,548733,31.71337274,51.56886995,1730289
147,"Karnataka","DAVANAGERE","G M SIDDESHWAR",1,"BJP","Lotus","MALE",1,67,"GENERAL","10th Pass","Rs 38,01,64,932
 ~ 38 Crore+","Rs 1,46,70,809
 ~ 1 Crore+",651353,1643,652996,39.98594054,54.63373005,1633064
148,"Uttar Pradesh","DEORIA","RAMAPATI RAM TRIPATHI",1,"BJP","Lotus","MALE",1,69,"GENERAL","Graduate Professional","Rs 2,94,51,678
 ~ 2 Crore+","Rs 93,10,684
 ~ 93 Lacs+",577617,3027,580644,33.10031097,57.17273404,1754195
149,"Madhya Pradesh","DEWAS","MAHENDRA SINGH SOLANKY",1,"BJP","Lotus","MALE",1,35,"SC","Graduate Professional","Rs 38,12,464
 ~ 38 Lacs+","Rs 18,32,631
 ~ 18 Lacs+",860708,1721,862429,48.98764728,61.61545078,1760503
150,"Jharkhand","DHANBAD","PASHUPATI NATH SINGH",1,"BJP","Lotus","MALE",1,69,"GENERAL","Graduate","Rs 2,72,86,918
 ~ 2 Crore+","Rs 0
 ~",824704,2530,827234,39.91220833,66.00631151,2072634
151,"Madhya Pradesh","DHAR","CHATTARSINGH DARBAR",1,"BJP","Lotus","MALE",1,65,"ST","Post Graduate","Rs 2,31,98,238
 ~ 2 Crore+","Rs 24,71,613
 ~ 24 Lacs+",721025,1122,722147,40.43034435,53.72422023,1786151
152,"Tamil Nadu","DHARMAPURI","DNV SENTHILKUMAR. S.",1,"DMK","Rising Sun","MALE",1,41,"GENERAL","Post Graduate","Rs 4,84,77,451
 ~ 4 Crore+","Rs 60,53,502
 ~ 60 Lacs+",568310,6678,574988,38.69877857,46.95830424,1485804
153,"Karnataka","DHARWAD","Pralhad Joshi",1,"BJP","Lotus","MALE",1,56,"GENERAL","Graduate","Rs 11,13,84,447
 ~ 11 Crore+","Rs 5,17,36,254
 ~ 5 Crore+",682557,2280,684837,39.64757939,56.4052027,1727311
154,"Uttar Pradesh","DHAURAHRA","REKHA VERMA",1,"BJP","Lotus","FEMALE",1,45,"GENERAL","12th Pass","Rs 2,47,35,488
 ~ 2 Crore+","Rs 70,95,916
 ~ 70 Lacs+",512582,323,512905,31.18581555,48.20748661,1644674
155,"Odisha","DHENKANAL","MAHESH SAHOO",1,"BJD","Conch","MALE",1,58,"SC","12th Pass","Rs 1,45,29,286
 ~ 1 Crore+","Rs 0
 ~",521954,930,522884,34.75691022,46.14172269,1504403
156,"Assam","DHUBRI","BADRUDDIN AJMAL",1,"AIUDF","Lock and Key","MALE",1,63,"GENERAL","Post Graduate","Rs 78,80,64,044
 ~ 78 Crore+","Rs 1,01,59,381
 ~ 1 Crore+",718131,633,718764,38.67304147,42.65514896,1858566
157,"Maharashtra","DHULE","Bhamre Subhash Ramrao",1,"BJP","Lotus","MALE",1,66,"GENERAL","Post Graduate","Rs 15,86,51,112
 ~ 15 Crore+","Rs 10,00,000
 ~ 10 Lacs+",610268,3265,613533,32.15290228,56.36095898,1908173
158,"West Bengal","DIAMOND HARBOUR","ABHISHEK BANERJEE",1,"AITC","Flowers and Grass","MALE",1,31,"GENERAL","Graduate","Rs 1,37,94,320
 ~ 1 Crore+","Rs 0
 ~",790725,402,791127,46.01742681,56.13325926,1719190
159,"Assam","DIBRUGARH","RAMESWAR TELI",1,"BJP","Lotus","MALE",1,48,"GENERAL","10th Pass","Rs 43,70,067
 ~ 43 Lacs+","Rs 0
 ~",657983,1600,659583,50.18439207,64.9200978,1314319
160,"Tamil Nadu","DINDIGUL","VELUSAMY, P.",1,"DMK","Rising Sun","MALE",1,52,"GENERAL","Illiterate","Rs 14,80,76,407
 ~ 14 Crore+","Rs 3,14,74,526
 ~ 3 Crore+",743813,2710,746523,48.41638233,64.30382167,1541881
161,"Maharashtra","DINDORI","Dr. Bharati Pravin Pawar",1,"BJP","Lotus","FEMALE",1,40,"ST","Graduate Professional","Rs 12,28,85,349
 ~ 12 Crore+","Rs 14,49,572
 ~ 14 Lacs+",565452,2018,567470,32.74616027,49.83481192,1732936
162,"Uttar Pradesh","DOMARIYAGANJ","JAGDAMBIKA PAL",1,"BJP","Lotus","MALE",1,68,"GENERAL","Post Graduate","Rs 10,33,66,710
 ~ 10 Crore+","Rs 28,38,478
 ~ 28 Lacs+",492145,108,492253,26.10822023,49.9581866,1885433
163,"West Bengal","DUM DUM","SOUGATA RAY",1,"AITC","Flowers and Grass","MALE",1,71,"GENERAL","Post Graduate","Rs 4,25,18,790
 ~ 4 Crore+","Rs 0
 ~",511707,355,512062,32.69463081,42.50553045,1566196
164,"Jharkhand","DUMKA","SUNIL SOREN",1,"BJP","Lotus","MALE",1,39,"ST","12th Pass","Rs 47,37,559
 ~ 47 Lacs+","Rs 6,85,516
 ~ 6 Lacs+",483748,1175,484923,34.7054542,47.26432556,1397253
165,"Chhattisgarh","DURG","VIJAY BAGHEL",1,"BJP","Lotus","MALE",1,59,"GENERAL","Graduate","Rs 3,44,29,027
 ~ 3 Crore+","Rs 87,48,686
 ~ 87 Lacs+",847445,1929,849374,43.77609496,60.98674607,1940269
166,"NCT OF Delhi","EAST DELHI","GAUTAM GAMBHIR",1,"BJP","Lotus","MALE",1,37,"GENERAL","12th Pass","Rs 1,47,15,87,789
 ~ 147 Crore+","Rs 34,20,35,860
 ~ 34 Crore+",695109,1047,696156,34.13697432,55.32973824,2039302
167,"Andhra Pradesh","ELURU","KOTAGIRI SRIDHAR",1,"YSRCP","Ceiling Fan","MALE",1,46,"GENERAL","Graduate","Rs 46,28,08,829
 ~ 46 Crore+","Rs 3,35,60,974
 ~ 3 Crore+",672834,3975,676809,42.43449638,50.80347693,1594950
168,"Kerala","ERNAKULAM","HIBI EDEN",1,"INC","Hand","MALE",1,35,"GENERAL","Graduate","Rs 79,08,467
 ~ 79 Lacs+","Rs 2,00,000
 ~ 2 Lacs+",490854,409,491263,39.42809309,50.78231117,1245972
169,"Tamil Nadu","ERODE","GANESHAMURTHI A",1,"DMK","Rising Sun","MALE",1,72,"GENERAL","Graduate","Rs 4,31,10,000
 ~ 4 Crore+","Rs 20,60,000
 ~ 20 Lacs+",558929,4662,563591,38.54283069,52.72118039,1462246
170,"Uttar Pradesh","ETAH","Rajveer Singh (Raju Bhaiya)",1,"BJP","Lotus","MALE",1,58,"GENERAL","Graduate Professional","Rs 38,36,29,735
 ~ 38 Crore+","Rs 10,02,20,000
 ~ 10 Crore+",544267,1081,545348,33.6365683,54.51561051,1621295
171,"Uttar Pradesh","FAIZABAD","LALLU SINGH",1,"BJP","Lotus","MALE",1,64,"GENERAL","Post Graduate","Rs 3,18,84,642
 ~ 3 Crore+","Rs 1,12,76,478
 ~ 1 Crore+",528113,908,529021,29.03860774,48.64918799,1821785
172,"Haryana","FARIDABAD","KRISHAN PAL",1,"BJP","Lotus","MALE",1,62,"GENERAL","Graduate Professional","Rs 36,96,52,786
 ~ 36 Crore+","Rs 10,55,93,242
 ~ 10 Crore+",910787,2435,913222,44.07833514,68.76014116,2071816
173,"Punjab","FARIDKOT","Mohammad Sadique",1,"INC","Hand","MALE",1,78,"SC","5th Pass","Rs 1,97,93,884
 ~ 1 Crore+","Rs 3,11,043
 ~ 3 Lacs+",417936,1129,419065,27.17722966,42.97036018,1541971
174,"Uttar Pradesh","FARRUKHABAD","Mukesh Rajput",1,"BJP","Lotus","MALE",1,50,"GENERAL","Graduate","Rs 7,49,64,501
 ~ 7 Crore+","Rs 3,88,246
 ~ 3 Lacs+",567930,1950,569880,33.35391567,56.80389856,1708585
175,"Punjab","FATEHGARH SAHIB","AMAR SINGH",1,"INC","Hand","MALE",1,65,"SC","Post Graduate","Rs 3,28,08,836
 ~ 3 Crore+","Rs 0
 ~",410723,928,411651,27.39115594,41.70049262,1502861
176,"Uttar Pradesh","FATEHPUR","NIRANJAN JYOTI",1,"BJP","Lotus","FEMALE",1,52,"GENERAL","12th Pass","Rs 1,06,67,372
 ~ 1 Crore+","Rs 9,10,148
 ~ 9 Lacs+",563715,2325,566040,30.77455048,54.1930073,1839312
177,"Uttar Pradesh","FATEHPUR SIKRI","RAJKUMAR CHAHAR",1,"BJP","Lotus","MALE",1,52,"GENERAL","Graduate","Rs 1,48,54,247
 ~ 1 Crore+","Rs 3,56,404
 ~ 3 Lacs+",662794,4353,667147,38.81386077,64.24388036,1718837
178,"Uttar Pradesh","FIROZABAD","Dr. Chandra Sen Jadon",1,"BJP","Lotus","MALE",1,68,"GENERAL","Graduate Professional","Rs 4,28,72,395
 ~ 4 Crore+","Rs 0
 ~",494050,1769,495819,27.69149572,46.0552642,1790510
179,"Punjab","FIROZPUR","SUKHBIR SINGH BADAL",1,"SAD","Scales","MALE",1,56,"GENERAL","Post Graduate","Rs 2,17,99,19,870
 ~ 217 Crore+","Rs 95,48,52,600
 ~ 95 Crore+",631100,2327,633427,39.1386285,54.00975954,1618419
180,"Maharashtra","GADCHIROLI-CHIMUR","ASHOK MAHADEORAO NETE",1,"BJP","Lotus","MALE",1,55,"ST","12th Pass","Rs 5,01,36,369
 ~ 5 Crore+","Rs 1,56,82,840
 ~ 1 Crore+",517722,2246,519968,32.88093964,45.46231904,1581366
181,"Gujarat","GANDHINAGAR","AMIT SHAH",1,"BJP","Lotus","MALE",1,54,"GENERAL","12th Pass","Rs 40,32,75,307
 ~ 40 Crore+","Rs 47,69,587
 ~ 47 Lacs+",889925,4699,894624,45.97784324,69.5758213,1945772
182,"Rajasthan","GANGANAGAR","NIHAL CHAND",1,"BJP","Lotus","MALE",1,48,"SC","Graduate","Rs 2,10,14,362
 ~ 2 Crore+","Rs 36,31,287
 ~ 36 Lacs+",892744,4433,897177,46.16328597,61.74291249,1943486
183,"Uttarakhand","GARHWAL","Tirath Singh Rawat",1,"BJP","Lotus","MALE",1,55,"GENERAL","Post Graduate","Rs 1,50,32,657
 ~ 1 Crore+","Rs 35,00,000
 ~ 35 Lacs+",487613,19367,506980,37.39353118,67.77608145,1355796
184,"Assam","GAUHATI","QUEEN OJA",1,"BJP","Lotus","FEMALE",1,67,"GENERAL","Graduate","Rs 63,02,19,570
 ~ 63 Crore+","Rs 3,40,34,178
 ~ 3 Crore+",1007156,1780,1008936,46.25348241,57.19753961,2181319
185,"Uttar Pradesh","GAUTAM BUDDHA NAGAR","Dr. MAHESH SHARMA",1,"BJP","Lotus","MALE",1,59,"GENERAL","Graduate Professional","Rs 47,87,59,568
 ~ 47 Crore+","Rs 4,38,63,749
 ~ 4 Crore+",828164,2648,830812,36.07583284,59.63588754,2302960
186,"Bihar","GAYA (SC)","Vijay Kumar",1,"JD(U)","Arrow","MALE",1,55,"SC","12th Pass","Rs 1,27,66,141
 ~ 1 Crore+","Rs 31,48,932
 ~ 31 Lacs+",465748,1259,467007,27.39693159,48.76573376,1704596
187,"West Bengal","GHATAL","ADHIKARI DEEPAK (DEV)",1,"AITC","Flowers and Grass","MALE",1,36,"GENERAL","Others","Rs 31,73,20,579
 ~ 31 Crore+","Rs 78,79,681
 ~ 78 Lacs+",717407,552,717959,39.88656679,48.20658574,1800002
188,"Uttar Pradesh","GHAZIABAD","Vijay Kumar Singh",1,"BJP","Lotus","MALE",0,67,"GENERAL","Doctorate","Rs 5,65,45,702
 ~ 5 Crore+","Rs 0
 ~",942576,1927,944503,34.6101361,61.93068375,2728978
189,"Uttar Pradesh","GHAZIPUR","AFZAL ANSARI",1,"BSP","Elephant","MALE",0,65,"GENERAL","Post Graduate","Rs 13,79,38,756
 ~ 13 Crore+","Rs 0
 ~",564144,1938,566082,30.09350494,51.11363733,1881077
190,"Uttar Pradesh","GHOSI","ATUL KUMAR SINGH",1,"BSP","Elephant","MALE",0,36,"GENERAL","Graduate","Rs 6,65,36,025
 ~ 6 Crore+","Rs 34,54,591
 ~ 34 Lacs+",572459,1370,573829,28.81172454,50.27061359,1991651
191,"Jharkhand","GIRIDIH","Chandra Prakash Choudhary",1,"AJSUP","Banana","MALE",0,50,"GENERAL","Graduate","Rs 1,34,56,889
 ~ 1 Crore+","Rs 13,30,000
 ~ 13 Lacs+",646864,1413,648277,39.30349767,58.55335653,1649413
192,"Jharkhand","GODDA","Nishikant Dubey",1,"BJP","Lotus","MALE",0,47,"GENERAL","Doctorate","Rs 46,27,57,500
 ~ 46 Crore+","Rs 0
 ~",635383,2227,637610,37.14018101,53.3858364,1716766
193,"Uttar Pradesh","GONDA","KIRTI VARDHAN SINGH ALIAS RAJA BHAIYA",1,"BJP","Lotus","MALE",0,53,"GENERAL","Post Graduate","Rs 23,27,35,285
 ~ 23 Crore+","Rs 2,32,01,603
 ~ 2 Crore+",507276,914,508190,28.70727717,54.99159744,1770248
194,"Bihar","GOPALGANJ (SC)","DR. ALOK KUMAR SUMAN",1,"JD(U)","Arrow","MALE",0,61,"SC","Post Graduate","Rs 3,27,39,903
 ~ 3 Crore+","Rs 35,76,376
 ~ 35 Lacs+",562424,5726,568150,30.88587529,55.3722214,1839514
195,"Uttar Pradesh","GORAKHPUR","Ravindra Shyamnarayan Shukla alias Ravi Kishan",1,"BJP","Lotus","MALE",0,51,"GENERAL","12th Pass","Rs 20,84,94,688
 ~ 20 Crore+","Rs 1,77,11,043
 ~ 1 Crore+",715010,2112,717122,36.19640046,60.52045488,1981197
196,"Karnataka","GULBARGA","DR. UMESH G JADHAV",1,"BJP","Lotus","MALE",0,60,"SC","Post Graduate","Rs 3,74,90,597
 ~ 3 Crore+","Rs 0
 ~",617692,2500,620192,31.87394161,52.09635514,1945765
197,"Madhya Pradesh","GUNA","KRISHNA PAL SINGH ""Dr. K. P. YADAV""",1,"BJP","Lotus","MALE",0,43,"GENERAL","Graduate Professional","Rs 1,62,66,408
 ~ 1 Crore+","Rs 4,94,053
 ~ 4 Lacs+",610855,3194,614049,36.64380292,52.09513475,1675724
198,"Andhra Pradesh","GUNTUR","Jayadev Galla",1,"TDP","Bicycle","MALE",0,53,"GENERAL","Graduate","Rs 3,05,14,85,242
 ~ 305 Crore+","Rs 20,34,52,417
 ~ 20 Crore+",586292,1626,587918,34.45937827,43.50027783,1706119
199,"Punjab","GURDASPUR","SUNNY DEOL",1,"BJP","Lotus","MALE",0,59,"GENERAL","Others","Rs 87,19,25,679
 ~ 87 Crore+","Rs 53,46,44,785
 ~ 53 Crore+",551177,7542,558719,35.02316829,50.58358819,1595284
200,"Haryana","GURGAON","RAO INDERJIT SINGH",1,"BJP","Lotus","MALE",0,69,"GENERAL","Graduate Professional","Rs 42,09,70,754
 ~ 42 Crore+","Rs 3,15,00,000
 ~ 3 Crore+",877241,4305,881546,40.98826072,60.87600243,2150728
201,"Madhya Pradesh","GWALIOR","VIVEK NARAYAN SHEJWALKAR",1,"BJP","Lotus","MALE",0,71,"GENERAL","Graduate Professional","Rs 5,89,11,673
 ~ 5 Crore+","Rs 0
 ~",624801,2449,627250,31.35083749,52.40674148,2000744
202,"Bihar","HAJIPUR (SC)","PASHU PATI KUMAR PARAS",1,"LJP","Bungalow","MALE",0,66,"SC","Graduate Professional","Rs 6,28,34,200
 ~ 6 Crore+","Rs 67,44,375
 ~ 67 Lacs+",539665,1645,541310,29.68255117,53.71844236,1823664
203,"Himachal Pradesh","HAMIRPUR","ANURAG SINGH THAKUR",1,"BJP","Lotus","MALE",0,44,"GENERAL","Graduate","Rs 5,67,70,463
 ~ 5 Crore+","Rs 10,85,145
 ~ 10 Lacs+",668812,13880,682692,50.11433131,68.81372299,1362269
